variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
p[18],0.3687506766475,0.37007670000000004,0.02987709828718657,0.030420594666000063,0.31904685,0.41631621449999995,1.0008421825272587,3132.370827294886,2889.5072225599324
p[19],0.2800194744575,0.280367195,0.025765256158781776,0.026010185838000046,0.23825848500000002,0.32267975749999994,1.0001584764464155,4250.149850832951,3451.4523997274396
p[20],0.2586798810925,0.258572225,0.025817786855548815,0.026487827666999985,0.215689234,0.30087656849999994,1.001742755207766,2578.4969485130146,2453.7645004437422
p[21],0.302208069305,0.301170715,0.025639727381795218,0.025224889682999994,0.26278702,0.34648565299999995,1.0019561623250075,4988.078086374039,3227.9572328239237
p[22],0.29571827465,0.295314205,0.026884129838532927,0.026568266130000028,0.25287359800000003,0.340934492,1.000413017889753,5023.529429595012,3443.8596390149623
p[23],0.3062214618425,0.30522778,0.024715676581730087,0.02494333653000001,0.2673344595,0.34813457449999996,1.0009940854659445,5104.902342383681,3037.0704237902983
p[24],0.2755474935225,0.276049005,0.026944482646590807,0.027211803486000007,0.2302917625,0.3196242145,1.0003289056433662,4512.867702393245,3366.7669053796158
p[25],0.26337558508,0.26403984,0.02862746804662548,0.02902625384399994,0.2150513945,0.309122088,0.9999098275192467,2761.2062159305233,3100.683403420366
p[26],0.293795118125,0.29309466500000003,0.024077800691467078,0.02386062340199997,0.25578798799999997,0.3342767315,1.0010110441428994,5023.775121907947,3474.274293495824
p[27],0.337971379345,0.33370972,0.03953049999719176,0.04029088555800001,0.2816364665,0.40861201799999997,1.0000108033393889,3162.129754355818,2984.8346442417583
p[28],0.3564214276575,0.35518901999999997,0.039320742961509246,0.04006700554500004,0.296513724,0.425044908,1.000282380784967,2023.1065567881437,2306.574186573136
p[29],0.2998951056375,0.29860188,0.03035675094733761,0.02826282603899998,0.2507695545,0.3523100835,1.0012591752217568,5156.105899379982,3340.294789793993
p[30],0.311936969145,0.30990750499999997,0.026657269730679268,0.02579064984300001,0.27092695699999997,0.35706135699999997,1.0014881545980714,5267.812946991337,3567.236357828713
p[31],0.324879760435,0.322101045,0.03143356482274159,0.031185972090000062,0.2774685835,0.37918456899999997,1.0002604849444245,3477.8079648251883,3363.3893929382884
p[32],0.300905732245,0.30004474000000003,0.027887332037170462,0.027077568882000008,0.257071718,0.3482946705,1.0018519609595702,4985.596547591083,3331.3084336937727
p[33],0.290465373005,0.29045845,0.023335353024531186,0.02261701852200001,0.253152072,0.329291098,1.0006721884119887,5350.2375895010455,3414.80618828503
p[34],0.3187434020625,0.316829475,0.029066865931198095,0.028352560404000072,0.273880006,0.370077032,1.0002028833967538,4077.475037700177,3381.8379235449697
p[35],0.27758395033,0.27811635,0.02835529672732235,0.02761626417900003,0.2296571035,0.3242887765,1.0013794779216894,3762.3019610604915,3277.2119555074887
p[36],0.2786705916925,0.27887422500000003,0.02557921959490566,0.025640455050000014,0.23627743399999998,0.32022784949999994,1.0002310889030048,4053.5295487478184,3116.112460520453
