dataset,margin_type,agegroup,region,estimate,std_error,variance,ci_lower,ci_upper,cv,n_unweighted,weighted_total
hnir62,direct_age_by_region,35+,COMAYAGUA,0.21921236261767882,0.027721363128278973,7.68473973689905e-4,0.16487948928389545,0.2735452359514622,0.12645894053259626,220,239.17678899999984
hnir62,direct_age_by_region,25-34,COPAN,0.2305523585562841,0.026230863443354704,6.880581969839222e-4,0.1791408109239206,0.2819639061886476,0.1137739974017704,247,225.8862990000001
hnir62,direct_age_by_region,20-24,COPAN,0.26519812018706296,0.037411883972971016,0.0013996490624070457,0.19187217500624854,0.3385240653678774,0.14107145234129778,136,120.18323499999988
hnir62,direct_age_by_region,<19,COPAN,0.2891540542175258,0.056262806713554166,0.0031655034192867556,0.17888097938982134,0.3994271290452303,0.1945772708109034,55,47.119450000000015
hnir62,direct_age_by_region,35+,COPAN,0.2468063179893076,0.027080244230269356,7.333396275710368e-4,0.1937300146054311,0.2998826213731841,0.10972265398587792,203,177.3081190000001
hnir62,direct_age_by_region,25-34,CORTES,0.19542426149148143,0.019685900355754873,3.875346728167098e-4,0.15684060579095765,0.2340079171920052,0.10073416783316326,487,920.2743539999997
hnir62,direct_age_by_region,20-24,CORTES,0.24458862155214894,0.026456246892823235,6.999329996540191e-4,0.1927353304761157,0.2964419126281822,0.10816630276965879,259,456.94355400000035
hnir62,direct_age_by_region,<19,CORTES,0.3347460388152467,0.06259214765001882,0.0039177769474417565,0.2120676837061965,0.45742439392429696,0.18698398305637523,77,151.64118499999998
hnir62,direct_age_by_region,35+,CORTES,0.20084059077701372,0.020166948138476946,4.067057972200187e-4,0.16131409874751185,0.2403670828065156,0.10041271069983858,454,843.9709540000007
hnir62,direct_age_by_region,25-34,EL PARAISO,0.15411880203485803,0.021074839450274562,4.44148857854849e-4,0.11281287573235599,0.19542472833736008,0.136744116694522,283,265.1819729999997
hnir62,direct_age_by_region,20-24,EL PARAISO,0.2257404566100974,0.02962389576385639,8.775752002278285e-4,0.16767868783117024,0.28380222538902455,0.13122989210136696,125,111.69222999999992
hnir62,direct_age_by_region,<19,EL PARAISO,0.12916518555803816,0.048014995294467684,0.002305439773127754,0.03505752406302136,0.22327284705305495,0.3717332583623547,51,44.007013000000015
hnir62,direct_age_by_region,35+,EL PARAISO,0.1824388777500257,0.02484538773974031,6.172932919380382e-4,0.1337428125982017,0.23113494290184972,0.1361847214045188,255,242.59807200000034
