survey_year,agegroup,region,estimate,std_error,variance,ci_lower,ci_upper,cv,n_unweighted,weighted_total
2011-12,Adolescent,OLANCHO,0.30479345395429236,0.044253123871264594,0.001958338972365488,0.21805892496322404,0.3915279829453607,0.14519053246432553,106,103.94440100000003
2011-12,Young Adult,OLANCHO,0.2154162328075447,0.01988001871520772,3.9521514411700916e-4,0.17645211211375536,0.25438035350133403,0.09228653967302804,407,404.83667300000036
2011-12,Adolescent,SANTA BARBARA,0.36230823602987106,0.06304528731731435,0.003974708252922717,0.23874174349295513,0.485874728566787,0.1740100860200056,77,83.97954
2011-12,Young Adult,SANTA BARBARA,0.26281851427137504,0.02129886890940877,4.536418168201795e-4,0.22107349829749395,0.3045635302452561,0.08104021502616242,400,417.00443099999967
2011-12,Adolescent,VALLE,0.2390533049742289,0.05785260262487768,0.003346923630472004,0.12566428741756128,0.35244232253089647,0.24200712318582868,72,33.29959399999999
2011-12,Young Adult,VALLE,0.22851779932957691,0.022225352077425112,4.939662749655048e-4,0.18495690971410123,0.2720786889450526,0.0972587349546933,379,161.9931799999998
2011-12,Adolescent,YORO,0.25037563300854315,0.05548658899236254,0.003078761558007368,0.141623916958536,0.3591273490585503,0.22161337477465015,95,122.8453009999999
2011-12,Young Adult,YORO,0.2224984011660544,0.02550869700031687,6.506936226539748e-4,0.17250227375288846,0.27249452857922035,0.11464665303944942,412,524.9309990000013
2019,Adolescent,ATLANTIDA,0.26254015151225896,0.072722543154589,0.005288568282871059,0.12000658606510473,0.4050737169594132,0.2769958908597389,49,5.341074553609709e-5
2019,Young Adult,ATLANTIDA,0.17702775620767158,0.024308184631808026,5.908878400940679e-4,0.12938458979977785,0.22467092261556532,0.13731284377401276,276,2.720755024747626e-4
2019,Adolescent,CHOLUTECA,0.20919473712079803,0.05110161428589106,0.002611374982623985,0.10903741356859407,0.30935206067300197,0.24427772413979415,62,5.936319109502641e-5
2019,Young Adult,CHOLUTECA,0.1343564627379454,0.017947997329704837,3.2213060814709194e-4,0.09917903437710288,0.16953389109878794,0.13358492002510797,320,3.048715120944911e-4
2019,Adolescent,COLON,0.18549952568980102,0.04424877676705162,0.001957954245380367,0.09877351686642719,0.2722255345131749,0.23853849007164588,68,5.408812448361418e-5
2019,Young Adult,COLON,0.23189444151088343,0.02910231767010214,8.469448937715392e-4,0.17485494701083965,0.2889339360109272,0.12549812526979562,248,1.8246784880035402e-4
2019,Adolescent,COMAYAGUA,0.16720336065483998,0.053081960661723035,0.002817694547692712,0.06316462952909094,0.271242091780589,0.31746946026581846,57,6.409427513387601e-5
2019,Young Adult,COMAYAGUA,0.2312815854065729,0.024555624995411935,6.029787189152994e-4,0.183153444797694,0.2794097260154518,0.10617198490854896,313,3.3465380880834237e-4
2019,Adolescent,COPAN,0.17724395571846036,0.06085917868405342,0.003703839630097542,0.057962157369027933,0.2965257540678928,0.3433639157812748,46,3.777176390207274e-5
2019,Young Adult,COPAN,0.21147384392840007,0.02429252348818113,5.90126697423832e-4,0.16386137279797175,0.2590863150588284,0.11487247328991661,324,2.801156241028628e-4
2019,Adolescent,CORTES,0.3359221969325179,0.07352655288824222,0.005406153979627481,0.1918128013641837,0.48003159250085214,0.2188797095269435,62,1.145586005299458e-4
2019,Young Adult,CORTES,0.1753385612134934,0.020597110952208925,4.2424097957760484e-4,0.1349689655615884,0.21570815686539838,0.11747051424204255,372,7.069742537625951e-4
2019,Adolescent,DISTRITO CENTRAL,0.4562861393660045,0.11599932134658986,0.013455842552869418,0.22893164729560017,0.6836406314364087,0.2542249508340695,16,3.94298416825664e-5
2019,Young Adult,DISTRITO CENTRAL,0.14469415851070896,0.02392868354610983,5.725818962498674e-4,0.09779480056287754,0.1915935164585404,0.16537421961190538,207,5.319985345202156e-4
2019,Adolescent,EL PARAISO,0.22801207366923273,0.048171614394775505,0.0023205044333989427,0.13359744437832155,0.3224267029601439,0.21126782288141455,57,6.310160594198007e-5
2019,Young Adult,EL PARAISO,0.12289538055252469,0.02052008208973529,4.2107376896947506e-4,0.08267675869683813,0.16311400240821125,0.16697195612625276,325,3.2092554365574505e-4
2019,Adolescent,FRANCISCO MORAZAN,0.2653744490499139,0.07993366389757503,0.006389390624090489,0.10870734665833734,0.42204155144149047,0.30121085200082853,46,5.0687432756004084e-5
2019,Young Adult,FRANCISCO MORAZAN,0.1478404534189513,0.01592765888220814,2.5369031746798386e-4,0.11662281565178387,0.17905809118611873,0.10773545747368773,309,4.077434748234776e-4
2019,Adolescent,GRACIAS A DIOS,0.3891283208186015,0.07167559031595247,0.005137390247140259,0.24864674522868682,0.5296098964085162,0.1841952550900689,36,8.276198647603241e-6
2019,Young Adult,GRACIAS A DIOS,0.24699677104703402,0.033482673021568904,0.0011210893926692981,0.1813719378186281,0.31262160427543995,0.13555915277610253,240,5.8966282954909074e-5
2019,Adolescent,INTIBUCA,0.3648795112112554,0.07394675774117128,0.0054681229804314745,0.2199465292650513,0.5098124931574595,0.20266075641160927,48,2.969416993107853e-5
2019,Young Adult,INTIBUCA,0.22065825119902274,0.03666735429384081,0.0013444948709100462,0.14879155737472466,0.2925249450233208,0.16617259538039522,289,1.7091701277428706e-4
2019,Adolescent,ISLAS DE LA BAHIA,0.2974988538160998,0.08635815128143641,0.0074577302927474574,0.128239987533023,0.4667577200991766,0.2902806184753205,34,8.378642541955647e-6
2019,Young Adult,ISLAS DE LA BAHIA,0.1490113305414807,0.02407313271724119,5.795157188219082e-4,0.10182885742063513,0.19619380366232625,0.16155236403677295,236,5.6607563673679864e-5
2019,Adolescent,LA PAZ,0.3421648773332207,0.060824232342114516,0.0036995872400075293,0.22295157255537995,0.46137818211106146,0.17776293351956235,42,2.0760714657727153e-5
2019,Young Adult,LA PAZ,0.16838457651014138,0.03078372267033153,9.476375814438834e-4,0.10804958876622242,0.22871956425406034,0.18281794751241662,289,1.3854860189225265e-4
2019,Adolescent,LEMPIRA,0.2754966051316792,0.0995494038355507,0.009910083804013557,0.08038335893156634,0.470609851331792,0.3613453014710256,57,4.053754767248179e-5
2019,Young Adult,LEMPIRA,0.22559540646714593,0.021797348792888513,4.751244143988383e-4,0.18287338787462684,0.26831742505966505,0.09662142121702695,347,2.445716103292633e-4
2019,Adolescent,OCOTEPEQUE,0.3203397784510978,0.09269083418214484,0.00859159074138187,0.1386690817571198,0.5020104751450758,0.28935162105162904,28,1.2824775685383178e-5
2019,Young Adult,OCOTEPEQUE,0.2156824166993688,0.027473528174604522,7.547947503607885e-4,0.1618352909488975,0.2695295424498401,0.12737954532890267,242,1.0928899322291986e-4
2019,Adolescent,OLANCHO,0.23659199412856655,0.04087879688822975,0.0016710760350291422,0.15647102449630823,0.31671296376082486,0.1727818265313567,84,8.821129819524222e-5
2019,Young Adult,OLANCHO,0.18233371849132096,0.024551015578232364,6.027523659226082e-4,0.13421461217410374,0.23045282480853818,0.13464879552380207,335,3.6809846177740876e-4
2019,Adolescent,SAN PEDRO SULA,0.3358184169534736,0.09186533114258771,0.008439239065937297,0.1557656764861559,0.5158711574207913,0.2735565606436508,28,4.191726656550519e-5
2019,Young Adult,SAN PEDRO SULA,0.20554946782604636,0.020315112477874438,4.127037949886897e-4,0.16573257902753222,0.2453663566245605,0.098833203961719,275,4.207193551207631e-4
2019,Adolescent,SANTA BARBARA,0.21356991502790765,0.07430760582573007,0.005521620283552073,0.06792968383207806,0.35921014622373726,0.34793105487736947,38,3.943834051529222e-5
2019,Young Adult,SANTA BARBARA,0.20320193247687798,0.027329926501372954,7.469248825704478e-4,0.14963626083406023,0.25676760411969574,0.13449639069984132,312,3.112143537097766e-4
2019,Adolescent,VALLE,0.1960485383752752,0.0658994753206134,0.004342740847532134,0.06688794014678684,0.32520913660376355,0.3361385699008321,45,2.210359443920452e-5
2019,Young Adult,VALLE,0.1939466666856741,0.025383681756971473,6.443312995392064e-4,0.14419556464698363,0.24369776872436455,0.13087970105776736,268,1.3261550288535165e-4
2019,Adolescent,YORO,0.2725607296050321,0.0499951354781456,0.002499513571478133,0.17457206466566605,0.3705493945443981,0.18342750824960583,69,8.62662131742836e-5
2019,Young Adult,YORO,0.19429508047453997,0.022055503531869223,4.8644523604429577e-4,0.15106708789118034,0.2375230730578996,0.11351550166891297,313,3.6401271545419115e-4
