survey,region,is_mainland,cell_id,has_obs,prevalence,se_prevalence,logit_prevalence,se_logit
2011-12,SANTA BARBARA,1,SANTA BARBARA | 2011-12,1,0.36230823602987106,0.06341411976709539,-0.565359707759922,0.2744713092847894
2011-12,VALLE,1,VALLE | 2011-12,1,0.2390533049742289,0.0582388123414422,-1.1578767490218604,0.320157383804691
2011-12,YORO,1,YORO | 2011-12,1,0.25037563300854315,0.0558144941090509,-1.0966099148301134,0.29737964407559253
2019,ATLANTIDA,1,ATLANTIDA | 2019,1,0.2625401515122589,0.07376579956143045,-1.0328076155267158,0.38099646204072385
2019,COLON,1,COLON | 2019,1,0.1854995256898011,0.04448350807110275,-1.479522685258969,0.29441835669375205
2019,COMAYAGUA,1,COMAYAGUA | 2019,1,0.16720336065484004,0.05371961956250591,-1.605578681865279,0.3857882198848785
2019,COPAN,1,COPAN | 2019,1,0.1772439557184605,0.060993409030277966,-1.5351326697222432,0.4182542783024318
2019,CORTES,1,CORTES | 2019,1,0.33589439601262827,0.05996994851644107,-0.6816443660003239,0.26883992945474433
2019,CHOLUTECA,1,CHOLUTECA | 2019,1,0.20919473712079817,0.0498969303077653,-1.3297861716993844,0.30161540753964694
2019,EL PARAISO,1,EL PARAISO | 2019,1,0.22801207366923265,0.04745850334722123,-1.219570328192553,0.2696160151806012
2019,FRANCISCO MORAZAN,1,FRANCISCO MORAZAN | 2019,1,0.34890580051844833,0.07048539074956123,-0.6238523581901362,0.31027522254878975
2019,GRACIAS A DIOS,1,GRACIAS A DIOS | 2019,1,0.38912832081860105,0.07085491528788518,-0.4509777566166128,0.2980760977460641
2019,INTIBUCA,1,INTIBUCA | 2019,1,0.3648795112112555,0.07459278945516687,-0.5542475342022897,0.3218779654980739
2019,ISLAS DE LA BAHIA,0,ISLAS DE LA BAHIA | 2019,1,0.2974988538160999,0.08258547937169,-0.8592366605258045,0.3951585289348049
2019,LA PAZ,1,LA PAZ | 2019,1,0.3421648773332207,0.06301970749178257,-0.6536616081152856,0.2799779942006619
2019,LEMPIRA,1,LEMPIRA | 2019,1,0.275496605131679,0.1006553598738507,-0.9669111416123377,0.5042898529011477
2019,OCOTEPEQUE,1,OCOTEPEQUE | 2019,1,0.32033977845109785,0.09445368493567292,-0.7522107589641889,0.43382660498719133
2019,OLANCHO,1,OLANCHO | 2019,1,0.23659199412856638,0.041536885927033584,-1.1714555135669857,0.22997317386692687
2019,SANTA BARBARA,1,SANTA BARBARA | 2019,1,0.2135699150279078,0.07544481398162917,-1.3035395747596035,0.4491890885480849
2019,VALLE,1,VALLE | 2019,1,0.19604853837527514,0.06654596038342298,-1.4111766228996068,0.422209751027587
2019,YORO,1,YORO | 2019,1,0.27256072960503236,0.04941039141697958,-0.9816690682315315,0.24920587048450576
