survey,p_total_mean,p_total_q025,p_total_q975
2005-06,0.39047738156000017,0.35408512725,0.42682159075
2011-12,0.2973926799975004,0.26756098474999995,0.32972112225
2019,0.2708688522324999,0.23839878574999998,0.30616896549999995
